g_id,src,dst,label
enzyme_530,10,22,6
enzyme_530,11,10,6
enzyme_530,12,13,6
enzyme_530,19,21,6
enzyme_530,20,21,6
enzyme_530,24,23,6
enzyme_530,25,26,6
enzyme_530,35,42,6
enzyme_530,36,37,6
enzyme_530,38,39,6
enzyme_530,40,41,6
enzyme_530,29,2,6
enzyme_530,2,28,6
enzyme_530,28,3,6
enzyme_530,3,27,6
enzyme_530,27,4,6
enzyme_530,4,34,6
enzyme_530,34,5,6
enzyme_530,5,6,6
enzyme_530,6,7,6
enzyme_530,7,33,6
enzyme_530,33,8,6
enzyme_530,9,32,6
enzyme_530,32,10,6
enzyme_530,11,31,6
enzyme_530,31,12,6
enzyme_530,12,30,6
enzyme_530,30,13,6
enzyme_530,14,37,6
enzyme_530,37,15,6
enzyme_530,15,36,6
enzyme_530,36,16,6
enzyme_530,16,35,6
enzyme_530,35,17,6
enzyme_530,17,42,6
enzyme_530,42,18,6
enzyme_530,18,19,6
enzyme_530,19,20,6
enzyme_530,20,41,6
enzyme_530,41,21,6
enzyme_530,22,40,6
enzyme_530,40,23,6
enzyme_530,24,39,6
enzyme_530,39,25,6
enzyme_530,25,38,6
enzyme_530,38,26,6
enzyme_77,1,12,1
enzyme_77,2,15,1
enzyme_77,4,16,1
enzyme_77,5,4,1
enzyme_77,7,11,1
enzyme_77,8,10,1
enzyme_77,9,8,1
enzyme_77,13,5,1
enzyme_77,1,14,1
enzyme_77,3,4,1
enzyme_77,6,13,1
enzyme_77,9,10,1
enzyme_77,1,15,1
enzyme_77,2,14,1
enzyme_77,5,16,1
enzyme_77,6,7,1
enzyme_77,8,7,1
enzyme_77,9,7,1
enzyme_77,10,11,1
enzyme_77,12,15,1
enzyme_77,13,4,1
enzyme_77,16,2,1
enzyme_77,12,14,1
enzyme_77,14,15,1
enzyme_77,2,3,1
enzyme_77,3,16,1
enzyme_77,6,11,1
enzyme_77,7,10,1
enzyme_83,1,2,1
enzyme_83,4,10,1
enzyme_83,5,11,1
enzyme_83,6,13,1
enzyme_83,12,5,1
enzyme_83,14,15,1
enzyme_83,15,16,1
enzyme_83,16,17,1
enzyme_83,20,23,1
enzyme_83,22,21,1
enzyme_83,1,3,1
enzyme_83,7,14,1
enzyme_83,8,18,1
enzyme_83,12,11,1
enzyme_83,13,12,1
enzyme_83,14,16,1
enzyme_83,15,17,1
enzyme_83,19,21,1
enzyme_83,20,22,1
enzyme_83,1,9,1
enzyme_83,2,9,1
enzyme_83,3,10,1
enzyme_83,4,9,1
enzyme_83,5,4,1
enzyme_83,6,16,1
enzyme_83,7,19,1
enzyme_83,11,10,1
enzyme_83,13,5,1
enzyme_83,14,17,1
enzyme_83,18,22,1
enzyme_83,20,21,1
enzyme_83,23,21,1
enzyme_83,2,3,1
enzyme_83,3,9,1
enzyme_83,9,10,1
enzyme_83,4,11,1
enzyme_83,6,17,1
enzyme_83,7,8,1
enzyme_83,8,19,1
enzyme_83,19,18,1
enzyme_83,18,21,1
enzyme_83,22,23,1
enzyme_356,1,2,4
enzyme_356,3,4,4
enzyme_356,4,5,4
enzyme_356,6,7,4
enzyme_356,9,8,4
enzyme_356,11,20,4
enzyme_356,14,21,4
enzyme_356,17,12,4
enzyme_356,26,27,4
enzyme_356,1,19,4
enzyme_356,3,16,4
enzyme_356,5,3,4
enzyme_356,7,25,4
enzyme_356,9,7,4
enzyme_356,10,18,4
enzyme_356,11,12,4
enzyme_356,16,23,4
enzyme_356,17,22,4
enzyme_356,18,14,4
enzyme_356,19,18,4
enzyme_356,22,23,4
enzyme_356,24,7,4
enzyme_356,25,27,4
enzyme_356,26,25,4
enzyme_356,1,10,4
enzyme_356,2,19,4
enzyme_356,4,22,4
enzyme_356,6,8,4
enzyme_356,8,25,4
enzyme_356,9,26,4
enzyme_356,10,21,4
enzyme_356,11,17,4
enzyme_356,13,17,4
enzyme_356,15,21,4
enzyme_356,16,14,4
enzyme_356,17,20,4
enzyme_356,19,21,4
enzyme_356,24,27,4
enzyme_356,26,7,4
enzyme_356,27,7,4
enzyme_356,10,19,4
enzyme_356,2,18,4
enzyme_356,18,21,4
enzyme_356,14,15,4
enzyme_356,15,16,4
enzyme_356,3,23,4
enzyme_356,23,13,4
enzyme_356,13,22,4
enzyme_356,4,17,4
enzyme_356,17,5,4
enzyme_356,5,12,4
enzyme_356,12,20,4
enzyme_356,6,24,4
enzyme_356,24,25,4
enzyme_356,7,8,4
enzyme_356,8,27,4
enzyme_71,1,2,1
enzyme_71,3,4,1
enzyme_71,5,26,1
enzyme_71,6,7,1
enzyme_71,9,8,1
enzyme_71,12,13,1
enzyme_71,13,14,1
enzyme_71,14,15,1
enzyme_71,17,16,1
enzyme_71,19,18,1
enzyme_71,22,26,1
enzyme_71,27,25,1
enzyme_71,28,29,1
enzyme_71,35,38,1
enzyme_71,36,34,1
enzyme_71,37,36,1
enzyme_71,1,3,1
enzyme_71,2,3,1
enzyme_71,4,2,1
enzyme_71,6,8,1
enzyme_71,9,7,1
enzyme_71,10,9,1
enzyme_71,11,12,1
enzyme_71,14,16,1
enzyme_71,17,15,1
enzyme_71,20,18,1
enzyme_71,21,22,1
enzyme_71,27,23,1
enzyme_71,28,30,1
enzyme_71,32,30,1
enzyme_71,33,36,1
enzyme_71,35,37,1
enzyme_71,37,38,1
enzyme_71,1,4,1
enzyme_71,4,6,1
enzyme_71,5,22,1
enzyme_71,6,9,1
enzyme_71,10,12,1
enzyme_71,11,9,1
enzyme_71,13,15,1
enzyme_71,17,14,1
enzyme_71,18,22,1
enzyme_71,19,21,1
enzyme_71,20,21,1
enzyme_71,24,25,1
enzyme_71,26,24,1
enzyme_71,27,28,1
enzyme_71,29,31,1
enzyme_71,32,29,1
enzyme_71,33,32,1
enzyme_71,34,37,1
enzyme_71,35,36,1
enzyme_71,38,36,1
enzyme_71,20,19,1
enzyme_71,19,2,1
enzyme_71,2,18,1
enzyme_71,18,21,1
enzyme_71,21,3,1
enzyme_71,3,22,1
enzyme_71,22,4,1
enzyme_71,4,26,1
enzyme_71,5,24,1
enzyme_71,24,23,1
enzyme_71,23,25,1
enzyme_71,25,6,1
enzyme_71,6,27,1
enzyme_71,27,7,1
enzyme_71,7,8,1
enzyme_71,8,28,1
enzyme_71,28,9,1
enzyme_71,9,29,1
enzyme_71,29,30,1
enzyme_71,30,31,1
enzyme_71,31,32,1
enzyme_71,32,10,1
enzyme_71,10,11,1
enzyme_71,11,33,1
enzyme_71,33,34,1
enzyme_71,34,12,1
enzyme_71,12,36,1
enzyme_71,36,13,1
enzyme_71,13,37,1
enzyme_71,37,14,1
enzyme_71,14,38,1
enzyme_71,38,15,1
enzyme_71,15,16,1
enzyme_71,16,35,1
enzyme_71,35,17,1
enzyme_524,1,26,6
enzyme_524,2,15,6
enzyme_524,5,28,6
enzyme_524,6,29,6
enzyme_524,7,32,6
enzyme_524,8,34,6
enzyme_524,9,19,6
enzyme_524,11,35,6
enzyme_524,12,38,6
enzyme_524,14,39,6
enzyme_524,21,37,6
enzyme_524,25,31,6
enzyme_524,1,27,6
enzyme_524,2,23,6
enzyme_524,3,2,6
enzyme_524,4,28,6
enzyme_524,6,5,6
enzyme_524,7,25,6
enzyme_524,8,33,6
enzyme_524,10,35,6
enzyme_524,12,21,6
enzyme_524,14,13,6
enzyme_524,17,6,6
enzyme_524,18,34,6
enzyme_524,19,8,6
enzyme_524,22,39,6
enzyme_524,23,27,6
enzyme_524,24,31,6
enzyme_524,25,30,6
enzyme_524,32,25,6
enzyme_524,36,21,6
enzyme_524,40,14,6
enzyme_524,41,14,6
enzyme_524,1,15,6
enzyme_524,2,27,6
enzyme_524,3,16,6
enzyme_524,5,16,6
enzyme_524,7,31,6
enzyme_524,8,18,6
enzyme_524,9,20,6
enzyme_524,11,37,6
enzyme_524,12,37,6
enzyme_524,17,30,6
enzyme_524,18,7,6
enzyme_524,19,34,6
enzyme_524,20,11,6
enzyme_524,22,12,6
enzyme_524,26,15,6
enzyme_524,28,29,6
enzyme_524,32,31,6
enzyme_524,37,38,6
enzyme_524,40,39,6
enzyme_524,41,39,6
enzyme_524,26,27,6
enzyme_524,27,15,6
enzyme_524,15,23,6
enzyme_524,3,4,6
enzyme_524,4,16,6
enzyme_524,16,28,6
enzyme_524,5,29,6
enzyme_524,17,24,6
enzyme_524,24,30,6
enzyme_524,30,31,6
enzyme_524,18,33,6
enzyme_524,33,34,6
enzyme_524,9,10,6
enzyme_524,10,20,6
enzyme_524,20,35,6
enzyme_524,11,36,6
enzyme_524,36,37,6
enzyme_524,21,38,6
enzyme_524,22,13,6
enzyme_524,13,39,6
enzyme_524,40,41,6
enzyme_41,2,1,1
enzyme_41,5,4,1
enzyme_41,6,7,1
enzyme_41,9,8,1
enzyme_41,13,12,1
enzyme_41,14,13,1
enzyme_41,16,15,1
enzyme_41,19,20,1
enzyme_41,33,44,1
enzyme_41,34,35,1
enzyme_41,38,47,1
enzyme_41,2,31,1
enzyme_41,5,6,1
enzyme_41,7,9,1
enzyme_41,10,9,1
enzyme_41,11,13,1
enzyme_41,14,27,1
enzyme_41,16,17,1
enzyme_41,20,21,1
enzyme_41,21,7,1
enzyme_41,23,22,1
enzyme_41,24,26,1
enzyme_41,29,34,1
enzyme_41,30,31,1
enzyme_41,32,33,1
enzyme_41,35,29,1
enzyme_41,39,31,1
enzyme_41,40,34,1
enzyme_41,41,31,1
enzyme_41,42,28,1
enzyme_41,43,33,1
enzyme_41,44,32,1
enzyme_41,45,37,1
enzyme_41,46,38,1
enzyme_41,47,37,1
enzyme_41,1,28,1
enzyme_41,2,42,1
enzyme_41,3,5,1
enzyme_41,4,6,1
enzyme_41,6,8,1
enzyme_41,10,22,1
enzyme_41,11,14,1
enzyme_41,12,14,1
enzyme_41,15,2,1
enzyme_41,17,19,1
enzyme_41,18,20,1
enzyme_41,22,7,1
enzyme_41,23,9,1
enzyme_41,24,27,1
enzyme_41,25,27,1
enzyme_41,30,42,1
enzyme_41,35,40,1
enzyme_41,36,46,1
enzyme_41,39,42,1
enzyme_41,41,42,1
enzyme_41,43,44,1
enzyme_41,28,31,1
enzyme_41,2,30,1
enzyme_41,30,3,1
enzyme_41,3,4,1
enzyme_41,5,29,1
enzyme_41,29,6,1
enzyme_41,6,34,1
enzyme_41,34,7,1
enzyme_41,7,8,1
enzyme_41,9,32,1
enzyme_41,32,10,1
enzyme_41,10,33,1
enzyme_41,33,11,1
enzyme_41,11,12,1
enzyme_41,14,36,1
enzyme_41,36,37,1
enzyme_41,37,38,1
enzyme_41,39,15,1
enzyme_41,15,42,1
enzyme_41,42,16,1
enzyme_41,16,41,1
enzyme_41,41,17,1
enzyme_41,17,18,1
enzyme_41,18,19,1
enzyme_41,19,40,1
enzyme_41,40,20,1
enzyme_41,20,35,1
enzyme_41,35,21,1
enzyme_41,21,22,1
enzyme_41,22,43,1
enzyme_41,43,23,1
enzyme_41,23,44,1
enzyme_41,44,24,1
enzyme_41,24,25,1
enzyme_41,25,26,1
enzyme_41,26,27,1
enzyme_41,27,45,1
enzyme_41,45,46,1
enzyme_41,46,47,1
enzyme_308,1,2,4
enzyme_308,13,12,4
enzyme_308,17,18,4
enzyme_308,29,28,4
enzyme_308,37,42,4
enzyme_308,1,3,4
enzyme_308,2,4,4
enzyme_308,5,22,4
enzyme_308,8,23,4
enzyme_308,11,13,4
enzyme_308,13,28,4
enzyme_308,14,13,4
enzyme_308,15,30,4
enzyme_308,16,32,4
enzyme_308,17,19,4
enzyme_308,21,6,4
enzyme_308,23,6,4
enzyme_308,24,23,4
enzyme_308,27,29,4
enzyme_308,30,13,4
enzyme_308,31,14,4
enzyme_308,33,14,4
enzyme_308,34,36,4
enzyme_308,38,14,4
enzyme_308,39,36,4
enzyme_308,40,37,4
enzyme_308,41,34,4
enzyme_308,42,35,4
enzyme_308,1,18,4
enzyme_308,7,22,4
enzyme_308,8,7,4
enzyme_308,9,26,4
enzyme_308,10,9,4
enzyme_308,11,14,4
enzyme_308,12,14,4
enzyme_308,15,14,4
enzyme_308,16,31,4
enzyme_308,17,2,4
enzyme_308,18,20,4
enzyme_308,21,7,4
enzyme_308,24,7,4
enzyme_308,27,13,4
enzyme_308,31,13,4
enzyme_308,32,14,4
enzyme_308,33,32,4
enzyme_308,38,32,4
enzyme_308,39,41,4
enzyme_308,40,42,4
enzyme_308,35,37,4
enzyme_308,37,2,4
enzyme_308,2,3,4
enzyme_308,3,4,4
enzyme_308,4,36,4
enzyme_308,36,5,4
enzyme_308,5,6,4
enzyme_308,6,7,4
enzyme_308,7,34,4
enzyme_308,34,8,4
enzyme_308,8,9,4
enzyme_308,10,11,4
enzyme_308,11,12,4
enzyme_308,33,15,4
enzyme_308,15,16,4
enzyme_308,40,17,4
enzyme_308,17,42,4
enzyme_308,42,18,4
enzyme_308,18,19,4
enzyme_308,19,20,4
enzyme_308,20,41,4
enzyme_308,41,21,4
enzyme_308,21,22,4
enzyme_308,22,23,4
enzyme_308,23,39,4
enzyme_308,39,24,4
enzyme_308,24,25,4
enzyme_308,25,26,4
enzyme_308,26,27,4
enzyme_308,27,28,4
enzyme_308,29,30,4
enzyme_308,30,38,4
enzyme_308,38,31,4
enzyme_308,31,32,4
enzyme_293,5,4,3
enzyme_293,14,27,3
enzyme_293,19,18,3
enzyme_293,22,1,3
enzyme_293,28,13,3
enzyme_293,96,45,3
enzyme_293,6,21,3
enzyme_293,14,13,3
enzyme_293,20,7,3
enzyme_293,22,15,3
enzyme_293,28,27,3
enzyme_293,96,62,3
enzyme_293,5,18,3
enzyme_293,6,20,3
enzyme_293,8,22,3
enzyme_293,9,8,3
enzyme_293,12,25,3
enzyme_293,14,28,3
enzyme_293,19,4,3
enzyme_293,23,22,3
enzyme_293,26,11,3
enzyme_293,79,96,3
enzyme_293,32,29,3
enzyme_293,29,30,3
enzyme_293,30,31,3
enzyme_293,31,33,3
enzyme_293,33,2,3
enzyme_293,2,36,3
enzyme_293,36,35,3
enzyme_293,35,34,3
enzyme_293,34,41,3
enzyme_293,41,3,3
enzyme_293,3,44,3
enzyme_293,44,43,3
enzyme_293,43,42,3
enzyme_293,42,40,3
enzyme_293,40,4,3
enzyme_293,5,37,3
enzyme_293,37,38,3
enzyme_293,38,39,3
enzyme_293,39,45,3
enzyme_293,45,6,3
enzyme_293,6,7,3
enzyme_293,49,8,3
enzyme_293,8,46,3
enzyme_293,46,47,3
enzyme_293,47,48,3
enzyme_293,48,50,3
enzyme_293,50,9,3
enzyme_293,9,53,3
enzyme_293,53,52,3
enzyme_293,52,51,3
enzyme_293,51,58,3
enzyme_293,58,10,3
enzyme_293,10,61,3
enzyme_293,61,60,3
enzyme_293,60,59,3
enzyme_293,59,57,3
enzyme_293,57,11,3
enzyme_293,11,12,3
enzyme_293,12,54,3
enzyme_293,54,55,3
enzyme_293,55,56,3
enzyme_293,56,62,3
enzyme_293,62,13,3
enzyme_293,66,15,3
enzyme_293,15,63,3
enzyme_293,63,64,3
enzyme_293,64,65,3
enzyme_293,65,67,3
enzyme_293,67,16,3
enzyme_293,16,70,3
enzyme_293,70,69,3
enzyme_293,69,68,3
enzyme_293,68,75,3
enzyme_293,75,17,3
enzyme_293,17,78,3
enzyme_293,78,77,3
enzyme_293,77,76,3
enzyme_293,76,74,3
enzyme_293,74,18,3
enzyme_293,19,71,3
enzyme_293,71,72,3
enzyme_293,72,73,3
enzyme_293,73,79,3
enzyme_293,79,20,3
enzyme_293,20,21,3
enzyme_293,83,22,3
enzyme_293,22,80,3
enzyme_293,80,81,3
enzyme_293,81,82,3
enzyme_293,82,84,3
enzyme_293,84,23,3
enzyme_293,23,87,3
enzyme_293,87,86,3
enzyme_293,86,85,3
enzyme_293,85,92,3
enzyme_293,92,24,3
enzyme_293,24,95,3
enzyme_293,95,94,3
enzyme_293,94,93,3
enzyme_293,93,91,3
enzyme_293,91,25,3
enzyme_293,25,26,3
enzyme_293,26,88,3
enzyme_293,88,89,3
enzyme_293,89,90,3
enzyme_293,90,96,3
enzyme_293,96,27,3
enzyme_302,1,2,4
enzyme_302,16,17,4
enzyme_302,29,30,4
enzyme_302,31,42,4
enzyme_302,32,41,4
enzyme_302,35,39,4
enzyme_302,36,31,4
enzyme_302,40,33,4
enzyme_302,1,3,4
enzyme_302,5,21,4
enzyme_302,8,22,4
enzyme_302,11,13,4
enzyme_302,14,28,4
enzyme_302,15,30,4
enzyme_302,16,18,4
enzyme_302,20,6,4
enzyme_302,22,6,4
enzyme_302,23,22,4
enzyme_302,26,12,4
enzyme_302,28,12,4
enzyme_302,29,13,4
enzyme_302,32,34,4
enzyme_302,35,40,4
enzyme_302,36,42,4
enzyme_302,38,32,4
enzyme_302,39,40,4
enzyme_302,41,34,4
enzyme_302,1,17,4
enzyme_302,2,4,4
enzyme_302,7,21,4
enzyme_302,8,7,4
enzyme_302,11,28,4
enzyme_302,14,13,4
enzyme_302,15,28,4
enzyme_302,16,2,4
enzyme_302,17,19,4
enzyme_302,20,7,4
enzyme_302,23,7,4
enzyme_302,26,28,4
enzyme_302,29,28,4
enzyme_302,30,13,4
enzyme_302,31,13,4
enzyme_302,37,35,4
enzyme_302,38,41,4
enzyme_302,39,33,4
enzyme_302,42,13,4
enzyme_302,33,35,4
enzyme_302,35,2,4
enzyme_302,2,3,4
enzyme_302,3,4,4
enzyme_302,4,34,4
enzyme_302,34,5,4
enzyme_302,5,6,4
enzyme_302,6,7,4
enzyme_302,7,32,4
enzyme_302,32,8,4
enzyme_302,8,9,4
enzyme_302,9,10,4
enzyme_302,10,11,4
enzyme_302,11,12,4
enzyme_302,12,13,4
enzyme_302,31,14,4
enzyme_302,14,15,4
enzyme_302,37,40,4
enzyme_302,40,16,4
enzyme_302,16,39,4
enzyme_302,39,17,4
enzyme_302,17,18,4
enzyme_302,18,19,4
enzyme_302,19,38,4
enzyme_302,38,20,4
enzyme_302,20,21,4
enzyme_302,21,22,4
enzyme_302,22,41,4
enzyme_302,41,23,4
enzyme_302,23,24,4
enzyme_302,24,25,4
enzyme_302,25,26,4
enzyme_302,26,27,4
enzyme_302,27,28,4
enzyme_302,28,42,4
enzyme_302,42,29,4
enzyme_302,29,36,4
enzyme_302,36,30,4
enzyme_191,1,2,2
enzyme_191,9,8,2
enzyme_191,10,11,2
enzyme_191,16,17,2
enzyme_191,25,26,2
enzyme_191,26,38,2
enzyme_191,48,31,2
enzyme_191,1,3,2
enzyme_191,4,3,2
enzyme_191,5,6,2
enzyme_191,7,8,2
enzyme_191,9,23,2
enzyme_191,15,13,2
enzyme_191,16,18,2
enzyme_191,19,18,2
enzyme_191,20,21,2
enzyme_191,22,23,2
enzyme_191,24,8,2
enzyme_191,26,47,2
enzyme_191,27,26,2
enzyme_191,30,28,2
enzyme_191,32,33,2
enzyme_191,34,35,2
enzyme_191,35,36,2
enzyme_191,36,37,2
enzyme_191,39,40,2
enzyme_191,41,33,2
enzyme_191,42,32,2
enzyme_191,43,35,2
enzyme_191,44,36,2
enzyme_191,45,37,2
enzyme_191,46,36,2
enzyme_191,48,39,2
enzyme_191,1,17,2
enzyme_191,2,4,2
enzyme_191,6,7,2
enzyme_191,7,23,2
enzyme_191,10,9,2
enzyme_191,11,13,2
enzyme_191,12,14,2
enzyme_191,15,30,2
enzyme_191,16,32,2
enzyme_191,17,19,2
enzyme_191,21,22,2
enzyme_191,22,8,2
enzyme_191,25,38,2
enzyme_191,27,29,2
enzyme_191,30,27,2
enzyme_191,34,44,2
enzyme_191,35,45,2
enzyme_191,40,48,2
enzyme_191,41,42,2
enzyme_191,43,44,2
enzyme_191,44,45,2
enzyme_191,45,46,2
enzyme_191,47,25,2
enzyme_191,31,39,2
enzyme_191,39,32,2
enzyme_191,32,2,2
enzyme_191,2,3,2
enzyme_191,3,33,2
enzyme_191,33,4,2
enzyme_191,4,5,2
enzyme_191,5,34,2
enzyme_191,34,6,2
enzyme_191,6,35,2
enzyme_191,35,7,2
enzyme_191,7,36,2
enzyme_191,36,8,2
enzyme_191,9,37,2
enzyme_191,37,10,2
enzyme_191,10,38,2
enzyme_191,38,11,2
enzyme_191,11,12,2
enzyme_191,12,13,2
enzyme_191,13,14,2
enzyme_191,14,15,2
enzyme_191,40,16,2
enzyme_191,16,41,2
enzyme_191,41,17,2
enzyme_191,17,18,2
enzyme_191,18,42,2
enzyme_191,42,19,2
enzyme_191,19,20,2
enzyme_191,20,43,2
enzyme_191,43,21,2
enzyme_191,21,44,2
enzyme_191,44,22,2
enzyme_191,22,45,2
enzyme_191,45,23,2
enzyme_191,23,24,2
enzyme_191,24,46,2
enzyme_191,46,25,2
enzyme_191,27,28,2
enzyme_191,28,29,2
enzyme_191,29,30,2
enzyme_26,1,2,1
enzyme_26,5,6,1
enzyme_26,8,9,1
enzyme_26,9,10,1
enzyme_26,15,14,1
enzyme_26,19,18,1
enzyme_26,20,21,1
enzyme_26,22,23,1
enzyme_26,23,24,1
enzyme_26,25,24,1
enzyme_26,26,25,1
enzyme_26,27,26,1
enzyme_26,29,31,1
enzyme_26,34,38,1
enzyme_26,35,34,1
enzyme_26,36,37,1
enzyme_26,37,38,1
enzyme_26,40,39,1
enzyme_26,1,20,1
enzyme_26,2,4,1
enzyme_26,3,5,1
enzyme_26,7,8,1
enzyme_26,9,11,1
enzyme_26,12,14,1
enzyme_26,15,13,1
enzyme_26,16,30,1
enzyme_26,17,19,1
enzyme_26,21,2,1
enzyme_26,22,21,1
enzyme_26,23,25,1
enzyme_26,27,25,1
enzyme_26,28,31,1
enzyme_26,29,30,1
enzyme_26,30,31,1
enzyme_26,32,39,1
enzyme_26,34,37,1
enzyme_26,35,40,1
enzyme_26,36,38,1
enzyme_26,40,33,1
enzyme_26,1,21,1
enzyme_26,2,3,1
enzyme_26,6,4,1
enzyme_26,7,5,1
enzyme_26,8,10,1
enzyme_26,10,12,1
